"No.","Time","Source","Destination","Protocol","Length","Info"
"20150","277.783666","10.0.0.6","10.0.0.2","TCP","54","0  >  10911 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20154","277.793409","10.0.0.1","10.0.0.6","TCP","574","53042  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20155","277.793411","10.0.0.2","10.0.0.6","TCP","574","11471  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20156","277.793436","10.0.0.6","10.0.0.1","TCP","54","0  >  53042 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20157","277.793440","10.0.0.6","10.0.0.2","TCP","54","0  >  11471 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20171","277.829031","10.0.0.1","10.0.0.6","TCP","574","53421  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20173","277.829044","10.0.0.1","10.0.0.6","TCP","1514","55095  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20174","277.829099","10.0.0.6","10.0.0.1","TCP","54","0  >  53421 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20175","277.829103","10.0.0.6","10.0.0.1","TCP","54","0  >  55095 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20176","277.830967","10.0.0.2","10.0.0.6","TCP","574","[TCP Previous segment not captured] 12048  >  0 [<None>] Seq=628768001 Win=512 Len=2000"
"20178","277.831028","10.0.0.6","10.0.0.2","TCP","54","[TCP ACKed unseen segment] 0  >  12048 [RST, ACK] Seq=1 Ack=628770001 Win=0 Len=0"
"20179","277.833500","10.0.0.2","10.0.0.6","TCP","574","13702  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20180","277.833520","10.0.0.6","10.0.0.2","TCP","54","0  >  13702 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20184","277.843463","10.0.0.2","10.0.0.6","TCP","574","13774  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20186","277.843512","10.0.0.6","10.0.0.2","TCP","54","0  >  13774 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20187","277.845143","10.0.0.1","10.0.0.6","TCP","574","55394  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20188","277.845170","10.0.0.6","10.0.0.1","TCP","54","0  >  55394 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20189","277.847956","10.0.0.2","10.0.0.6","TCP","574","[TCP Spurious Retransmission] 14686  >  0 [<None>] Seq=3487183554 Win=512 Len=2000"
"20192","277.847969","10.0.0.6","10.0.0.2","TCP","54","0  >  14686 [RST, ACK] Seq=1 Ack=3487185554 Win=0 Len=0"
"20193","277.849626","10.0.0.2","10.0.0.6","TCP","1514","[TCP Spurious Retransmission] 14895  >  0 [<None>] Seq=2764718718 Win=512 Len=2000"
"20194","277.849634","10.0.0.6","10.0.0.2","TCP","54","0  >  14895 [RST, ACK] Seq=1 Ack=2764720718 Win=0 Len=0"
"20195","277.853267","10.0.0.1","10.0.0.6","TCP","1514","56110  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20197","277.853398","10.0.0.6","10.0.0.1","TCP","54","0  >  56110 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20205","277.874416","10.0.0.2","10.0.0.6","TCP","574","15274  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20207","277.874459","10.0.0.6","10.0.0.2","TCP","54","0  >  15274 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20210","277.881344","10.0.0.2","10.0.0.6","TCP","574","16272  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20211","277.881367","10.0.0.6","10.0.0.2","TCP","54","0  >  16272 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20212","277.883799","10.0.0.1","10.0.0.6","TCP","574","56111  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20214","277.883842","10.0.0.6","10.0.0.1","TCP","54","0  >  56111 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20223","277.906647","10.0.0.2","10.0.0.6","TCP","574","17538  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20224","277.906652","10.0.0.1","10.0.0.6","TCP","574","58608  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20226","277.906797","10.0.0.6","10.0.0.2","TCP","54","0  >  17538 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20227","277.906804","10.0.0.6","10.0.0.1","TCP","54","0  >  58608 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20229","277.912553","10.0.0.2","10.0.0.6","TCP","574","19738  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20231","277.912586","10.0.0.6","10.0.0.2","TCP","54","0  >  19738 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20238","277.930023","10.0.0.2","10.0.0.6","TCP","574","19739  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20239","277.930077","10.0.0.6","10.0.0.2","TCP","54","0  >  19739 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20242","277.934935","10.0.0.2","10.0.0.6","TCP","574","21302  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20243","277.934959","10.0.0.6","10.0.0.2","TCP","54","0  >  21302 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20254","277.960672","10.0.0.1","10.0.0.6","TCP","574","59210  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20255","277.960712","10.0.0.6","10.0.0.1","TCP","54","0  >  59210 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20265","277.983444","10.0.0.1","10.0.0.6","TCP","574","64262  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20266","277.983496","10.0.0.6","10.0.0.1","TCP","54","0  >  64262 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20269","277.989172","10.0.0.1","10.0.0.6","TCP","574","1059  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20270","277.989194","10.0.0.6","10.0.0.1","TCP","54","0  >  1059 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20289","278.033684","10.0.0.2","10.0.0.6","TCP","574","21687  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20290","278.033706","10.0.0.6","10.0.0.2","TCP","54","0  >  21687 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20315","278.092971","10.0.0.1","10.0.0.6","TCP","574","1526  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20316","278.092993","10.0.0.6","10.0.0.1","TCP","54","0  >  1526 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20327","278.119203","10.0.0.2","10.0.0.6","TCP","574","29831  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20328","278.119205","10.0.0.1","10.0.0.6","TCP","574","10068  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20329","278.119236","10.0.0.6","10.0.0.2","TCP","54","0  >  29831 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20330","278.119241","10.0.0.6","10.0.0.1","TCP","54","0  >  10068 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20334","278.128167","10.0.0.2","10.0.0.6","TCP","574","36102  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20336","278.128189","10.0.0.6","10.0.0.2","TCP","54","0  >  36102 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20337","278.129832","10.0.0.1","10.0.0.6","TCP","1514","12301  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20338","278.129839","10.0.0.6","10.0.0.1","TCP","54","0  >  12301 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20344","278.143306","10.0.0.2","10.0.0.6","TCP","574","36612  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20345","278.143330","10.0.0.6","10.0.0.2","TCP","54","0  >  36612 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20348","278.147762","10.0.0.2","10.0.0.6","TCP","1514","37878  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20349","278.147783","10.0.0.6","10.0.0.2","TCP","54","0  >  37878 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20359","278.173886","10.0.0.1","10.0.0.6","TCP","574","12427  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20361","278.173910","10.0.0.6","10.0.0.1","TCP","54","0  >  12427 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20368","278.190653","10.0.0.2","10.0.0.6","TCP","574","38236  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20369","278.190678","10.0.0.6","10.0.0.2","TCP","54","0  >  38236 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20372","278.196158","10.0.0.2","10.0.0.6","TCP","574","39452  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20373","278.196186","10.0.0.6","10.0.0.2","TCP","54","0  >  39452 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20376","278.202166","10.0.0.2","10.0.0.6","TCP","1514","40028  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20377","278.202176","10.0.0.6","10.0.0.2","TCP","54","0  >  40028 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20381","278.209435","10.0.0.2","10.0.0.6","TCP","1514","40433  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20382","278.209443","10.0.0.6","10.0.0.2","TCP","54","0  >  40433 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20384","278.214505","10.0.0.1","10.0.0.6","TCP","574","14201  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20386","278.214524","10.0.0.6","10.0.0.1","TCP","54","0  >  14201 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20389","278.220561","10.0.0.1","10.0.0.6","TCP","1514","16199  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20390","278.220571","10.0.0.6","10.0.0.1","TCP","54","0  >  16199 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20397","278.237495","10.0.0.2","10.0.0.6","TCP","574","40513  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20398","278.237526","10.0.0.6","10.0.0.2","TCP","54","0  >  40513 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20403","278.248334","10.0.0.2","10.0.0.6","TCP","574","42271  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20405","278.248364","10.0.0.6","10.0.0.2","TCP","54","0  >  42271 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20410","278.261244","10.0.0.1","10.0.0.6","TCP","574","17035  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20411","278.261288","10.0.0.6","10.0.0.1","TCP","54","0  >  17035 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20413","278.264271","10.0.0.2","10.0.0.6","TCP","574","42295  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20414","278.264297","10.0.0.6","10.0.0.2","TCP","54","0  >  42295 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20416","278.266682","10.0.0.2","10.0.0.6","TCP","1514","43513  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20417","278.266690","10.0.0.6","10.0.0.2","TCP","54","0  >  43513 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20423","278.287134","10.0.0.1","10.0.0.6","TCP","574","19211  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20424","278.287191","10.0.0.6","10.0.0.1","TCP","54","0  >  19211 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20426","278.291375","10.0.0.1","10.0.0.6","TCP","574","20040  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20428","278.291399","10.0.0.6","10.0.0.1","TCP","54","0  >  20040 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20433","278.302195","10.0.0.2","10.0.0.6","TCP","574","43514  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20434","278.302217","10.0.0.6","10.0.0.2","TCP","54","0  >  43514 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20439","278.313185","10.0.0.1","10.0.0.6","TCP","574","20042  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20440","278.313208","10.0.0.6","10.0.0.1","TCP","54","0  >  20042 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20446","278.327858","10.0.0.1","10.0.0.6","TCP","574","21208  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20447","278.327928","10.0.0.6","10.0.0.1","TCP","54","0  >  21208 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20451","278.336279","10.0.0.1","10.0.0.6","TCP","1514","22042  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20452","278.336334","10.0.0.6","10.0.0.1","TCP","54","0  >  22042 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20454","278.340501","10.0.0.2","10.0.0.6","TCP","574","45100  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20456","278.340571","10.0.0.6","10.0.0.2","TCP","54","0  >  45100 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20457","278.341926","10.0.0.1","10.0.0.6","TCP","1514","22453  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20458","278.341944","10.0.0.6","10.0.0.1","TCP","54","0  >  22453 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20460","278.348722","10.0.0.1","10.0.0.6","TCP","574","22664  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20462","278.348744","10.0.0.6","10.0.0.1","TCP","54","0  >  22664 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20468","278.363182","10.0.0.2","10.0.0.6","TCP","574","46435  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20470","278.363236","10.0.0.6","10.0.0.2","TCP","54","0  >  46435 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20471","278.366740","10.0.0.2","10.0.0.6","TCP","574","47236  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20473","278.366786","10.0.0.6","10.0.0.2","TCP","54","0  >  47236 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20488","278.406067","10.0.0.1","10.0.0.6","TCP","574","22749  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20490","278.406095","10.0.0.6","10.0.0.1","TCP","54","0  >  22749 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20491","278.408488","10.0.0.1","10.0.0.6","TCP","574","25128  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20492","278.408494","10.0.0.6","10.0.0.1","TCP","54","0  >  25128 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20493","278.410909","10.0.0.2","10.0.0.6","TCP","574","47477  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20495","278.410919","10.0.0.6","10.0.0.2","TCP","54","0  >  47477 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20496","278.413792","10.0.0.1","10.0.0.6","TCP","574","25617  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20498","278.413803","10.0.0.6","10.0.0.1","TCP","54","0  >  25617 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20499","278.415926","10.0.0.1","10.0.0.6","TCP","1514","25630  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20500","278.415944","10.0.0.6","10.0.0.1","TCP","54","0  >  25630 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20505","278.425755","10.0.0.2","10.0.0.6","TCP","1514","50578  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20506","278.425783","10.0.0.6","10.0.0.2","TCP","54","0  >  50578 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20520","278.460708","10.0.0.2","10.0.0.6","TCP","574","50791  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20522","278.460748","10.0.0.6","10.0.0.2","TCP","54","0  >  50791 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20534","278.491980","10.0.0.2","10.0.0.6","TCP","574","52663  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20536","278.492005","10.0.0.6","10.0.0.2","TCP","54","0  >  52663 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20539","278.498959","10.0.0.1","10.0.0.6","TCP","574","26115  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20541","278.498985","10.0.0.6","10.0.0.1","TCP","54","0  >  26115 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20552","278.526332","10.0.0.2","10.0.0.6","TCP","574","55635  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20554","278.526365","10.0.0.6","10.0.0.2","TCP","54","0  >  55635 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20555","278.534559","10.0.0.2","10.0.0.6","TCP","574","58034  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20557","278.534648","10.0.0.6","10.0.0.2","TCP","54","0  >  58034 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20558","278.535363","10.0.0.2","10.0.0.6","TCP","574","58037  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20559","278.535408","10.0.0.6","10.0.0.2","TCP","54","0  >  58037 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20568","278.555091","10.0.0.2","10.0.0.6","TCP","1514","58041  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20570","278.555117","10.0.0.6","10.0.0.2","TCP","54","0  >  58041 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20571","278.559178","10.0.0.1","10.0.0.6","TCP","574","30786  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20573","278.559188","10.0.0.6","10.0.0.1","TCP","54","0  >  30786 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20579","278.568894","10.0.0.2","10.0.0.6","TCP","574","58824  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20580","278.568940","10.0.0.6","10.0.0.2","TCP","54","0  >  58824 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20585","278.580867","10.0.0.1","10.0.0.6","TCP","1514","34244  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20586","278.580913","10.0.0.6","10.0.0.1","TCP","54","0  >  34244 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20590","278.590928","10.0.0.2","10.0.0.6","TCP","574","59290  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20591","278.590938","10.0.0.6","10.0.0.2","TCP","54","0  >  59290 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20594","278.598303","10.0.0.2","10.0.0.6","TCP","574","61082  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20596","278.598358","10.0.0.6","10.0.0.2","TCP","54","0  >  61082 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20605","278.619990","10.0.0.2","10.0.0.6","TCP","574","61083  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20606","278.620024","10.0.0.6","10.0.0.2","TCP","54","0  >  61083 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20607","278.620416","10.0.0.1","10.0.0.6","TCP","574","34379  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20608","278.620432","10.0.0.6","10.0.0.1","TCP","54","0  >  34379 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20619","278.645559","10.0.0.2","10.0.0.6","TCP","574","62727  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20620","278.645581","10.0.0.6","10.0.0.2","TCP","54","0  >  62727 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20628","278.665444","10.0.0.2","10.0.0.6","TCP","574","65383  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20629","278.665465","10.0.0.6","10.0.0.2","TCP","54","0  >  65383 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20646","278.707659","10.0.0.2","10.0.0.6","TCP","574","[TCP Previous segment not captured] 2057  >  0 [<None>] Seq=630178929 Win=512 Len=2000"
"20648","278.707685","10.0.0.6","10.0.0.2","TCP","54","[TCP ACKed unseen segment] 0  >  2057 [RST, ACK] Seq=1 Ack=630180929 Win=0 Len=0"
"20649","278.710054","10.0.0.2","10.0.0.6","TCP","1514","4239  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20650","278.710061","10.0.0.6","10.0.0.2","TCP","54","0  >  4239 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20660","278.734095","10.0.0.1","10.0.0.6","TCP","574","36462  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20662","278.734130","10.0.0.6","10.0.0.1","TCP","54","0  >  36462 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20668","278.749537","10.0.0.1","10.0.0.6","TCP","574","44233  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20670","278.749566","10.0.0.6","10.0.0.1","TCP","54","0  >  44233 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20671","278.751641","10.0.0.1","10.0.0.6","TCP","1514","46402  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20672","278.751648","10.0.0.6","10.0.0.1","TCP","54","0  >  46402 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20681","278.774238","10.0.0.2","10.0.0.6","TCP","574","4593  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20683","278.774264","10.0.0.6","10.0.0.2","TCP","54","0  >  4593 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20698","278.810660","10.0.0.2","10.0.0.6","TCP","574","9781  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20700","278.810685","10.0.0.6","10.0.0.2","TCP","54","0  >  9781 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20712","278.839996","10.0.0.1","10.0.0.6","TCP","574","46814  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20713","278.840018","10.0.0.6","10.0.0.1","TCP","54","0  >  46814 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20715","278.842876","10.0.0.2","10.0.0.6","TCP","574","11510  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20716","278.842886","10.0.0.6","10.0.0.2","TCP","54","0  >  11510 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20718","278.846664","10.0.0.2","10.0.0.6","TCP","1514","12944  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20719","278.846714","10.0.0.6","10.0.0.2","TCP","54","0  >  12944 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20742","278.902827","10.0.0.2","10.0.0.6","TCP","574","13563  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20745","278.902853","10.0.0.6","10.0.0.2","TCP","54","0  >  13563 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20748","278.911596","10.0.0.2","10.0.0.6","TCP","1514","17105  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20749","278.911616","10.0.0.6","10.0.0.2","TCP","54","0  >  17105 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20760","278.939835","10.0.0.2","10.0.0.6","TCP","574","17801  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20762","278.939860","10.0.0.6","10.0.0.2","TCP","54","0  >  17801 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20771","278.963851","10.0.0.1","10.0.0.6","TCP","574","51442  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20772","278.963853","10.0.0.2","10.0.0.6","TCP","574","18192  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20773","278.963884","10.0.0.6","10.0.0.1","TCP","54","0  >  51442 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20774","278.963889","10.0.0.6","10.0.0.2","TCP","54","0  >  18192 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20776","278.968459","10.0.0.2","10.0.0.6","TCP","574","19198  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20778","278.968538","10.0.0.6","10.0.0.2","TCP","54","0  >  19198 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20779","278.970424","10.0.0.1","10.0.0.6","TCP","574","57988  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20780","278.970453","10.0.0.6","10.0.0.1","TCP","54","0  >  57988 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20784","278.978416","10.0.0.1","10.0.0.6","TCP","1514","58126  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20785","278.978432","10.0.0.6","10.0.0.1","TCP","54","0  >  58126 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20790","278.990484","10.0.0.1","10.0.0.6","TCP","574","58182  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20791","278.990486","10.0.0.2","10.0.0.6","TCP","574","19708  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20792","278.990517","10.0.0.6","10.0.0.1","TCP","54","0  >  58182 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20793","278.990522","10.0.0.6","10.0.0.2","TCP","54","0  >  19708 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20797","278.997708","10.0.0.2","10.0.0.6","TCP","1514","20940  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20798","278.997728","10.0.0.6","10.0.0.2","TCP","54","0  >  20940 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20801","279.002552","10.0.0.2","10.0.0.6","TCP","1514","21402  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20802","279.002560","10.0.0.6","10.0.0.2","TCP","54","0  >  21402 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20803","279.005450","10.0.0.1","10.0.0.6","TCP","574","59026  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20804","279.005475","10.0.0.6","10.0.0.1","TCP","54","0  >  59026 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20809","279.012495","10.0.0.2","10.0.0.6","TCP","1514","21712  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20810","279.012507","10.0.0.6","10.0.0.2","TCP","54","0  >  21712 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20811","279.014915","10.0.0.1","10.0.0.6","TCP","574","59886  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20812","279.014923","10.0.0.6","10.0.0.1","TCP","54","0  >  59886 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20816","279.033251","10.0.0.1","10.0.0.6","TCP","574","60282  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20817","279.033344","10.0.0.6","10.0.0.1","TCP","54","0  >  60282 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20818","279.034700","10.0.0.2","10.0.0.6","TCP","574","22851  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20819","279.034719","10.0.0.6","10.0.0.2","TCP","54","0  >  22851 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20821","279.036007","10.0.0.2","10.0.0.6","TCP","1514","22998  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20822","279.036024","10.0.0.6","10.0.0.2","TCP","54","0  >  22998 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20831","279.062016","10.0.0.2","10.0.0.6","TCP","574","23175  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20832","279.062070","10.0.0.6","10.0.0.2","TCP","54","0  >  23175 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"20848","279.100467","10.0.0.2","10.0.0.6","TCP","574","25042  >  0 [<None>] Seq=1 Win=512 Len=2000"
"20849","279.100494","10.0.0.6","10.0.0.2","TCP","54","0  >  25042 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
